pearson_r,pearson_p,loo_r_mean,loo_r_min,bootstrap_r_ci_low,bootstrap_r_ci_high,n_types
0.8806829590817663,3.071455321716455e-06,0.8775534787038966,0.772091097137746,0.5108244155331176,0.9611835377466376,17
