HR,HR_low,HR_high,p,spearman_rho,spearman_p,n,events,logistic_OR_per_log10,logistic_p,logistic_n
0.9725122404558407,0.2008957568108271,4.707815002419538,0.9723674613838177,-0.024935705700265206,0.87083979311118,45,14,0.8410197262747181,0.8559639487648076,45
