system_id,intercept,coef_log10_ratio,se_log10_ratio,p_log10_ratio,odds_ratio_per_log10,chow_p
EGFR_PC9,0.34474279749015374,9.315103030105353,3.3888250307504624,0.005981921309494931,11104.470235028291,0.3158159873863009
BRAF_A375,0.5207557033967818,6.756368595074455,2.2283922540243855,0.0024298136239702117,859.515273666916,0.17189770459893516
