pearson_r,pearson_p,loo_r_mean,loo_r_min,bootstrap_r_ci_low,bootstrap_r_ci_high
0.9394607028967296,0.00016936560152215613,0.9373379636673942,0.8957894389406059,0.723765857047297,0.987239226049597
